遗址名称,关系类型,关系名称,主体,主体类型,客体,客体类型,页码,置信度,上下文
"哈克遗址","REL_UNIT_TYPE","类型为","T6","遗迹编号","房址","遗迹类型",29,0.65,"在哈克遗 址第一地点 T5-T6 发现的房址。由于当年时间紧，经费缺乏，扩方后仍未找"
"哈克遗址","REL_MEASUREMENT","测量为","T5","遗迹编号"," 5 米","测量数据",29,0.55,"、苏顺义、王连行、侯正维和于世芹等。共挖 5 米X5 米探方 9 个，加上 2003 年"
"哈克遗址","REL_MEASUREMENT","测量为","T5","遗迹编号","5
米","测量数据",29,0.55,"王连行、侯正维和于世芹等。共挖 5 米X5 米探方 9 个，加上 2003 年试据的面"
"哈克遗址","REL_MEASUREMENT","测量为","T5","遗迹编号"," 6米","测量数据",29,0.55,"三面环水，常年被河水冲刷， 形成高出河面 6米的河岩。在河水的冲剧下，河岸形成剖面，暴"
"哈克遗址","REL_MEASUREMENT","测量为","T6","遗迹编号"," 5 米","测量数据",29,0.55,"、苏顺义、王连行、侯正维和于世芹等。共挖 5 米X5 米探方 9 个，加上 2003 年"
"哈克遗址","REL_MEASUREMENT","测量为","T6","遗迹编号","5
米","测量数据",29,0.55,"王连行、侯正维和于世芹等。共挖 5 米X5 米探方 9 个，加上 2003 年试据的面"
"哈克遗址","REL_MEASUREMENT","测量为","T6","遗迹编号"," 6米","测量数据",29,0.55,"三面环水，常年被河水冲刷， 形成高出河面 6米的河岩。在河水的冲剧下，河岸形成剖面，暴"
"哈克遗址","REL_SITE_ERA","年代为","哈克遗址","遗址名称","新石器时代","年代",31,0.5,"在呼伦贝尔草原上首次发现的彩陶，是中国 新石器时代彩陶分布最北的一个遗址点，为研究新石器时"
"唐长安城郊隋唐墓","REL_SITE_CONTAINS","包含","唐长安城郊隋唐墓","遗址名称","S210","遗迹编号",18,0.7,"PRATER C158). RE FA S210 (232, 233) 、作成丛饰的波斯"
"唐长安城郊隋唐墓","REL_UNIT_EXCAVATES","出土","S210","遗迹编号","盘","ocr",18,0.6,"PRATER C158). RE FA S210 (232, 233) 、作成丛饰的波斯 (153."
"唐长安城郊隋唐墓","REL_UNIT_EXCAVATES","出土","S210","遗迹编号","钵","ocr",18,0.6,"PRATER C158). RE FA S210 (232, 233) 、作成丛饰的波斯 部附 近，"
"唐长安城郊隋唐墓","REL_UNIT_EXCAVATES","出土","S210","遗迹编号","饰","ocr",18,0.6,"PRATER C158). RE FA S210 (232, 233) 、作成丛饰的波斯 S210 "
"唐长安城郊隋唐墓","REL_UNIT_EXCAVATES","出土","S210","遗迹编号","铃","ocr",18,0.6,"PRATER C158). RE FA S210 (232, 233) 、作成丛饰的波斯  233)"
"唐长安城郊隋唐墓","REL_UNIT_EXCAVATES","出土","S210","遗迹编号","镜","ocr",18,0.6,"PRATER C158). RE FA S210 (232, 233) 、作成丛饰的波斯  。北端有"
"唐长安城郊隋唐墓","REL_SITE_CONTAINS","包含","唐长安城郊隋唐墓","遗址名称","M04","遗迹编号",28,0.7,"49. B25, MR 4. 1.2, M04 厘米。184 SHH 4.7. AE "
"唐长安城郊隋唐墓","REL_UNIT_EXCAVATES","出土","M04","遗迹编号","陶碗","ocr",28,0.6,"49. B25, MR 4. 1.2, M04 厘米。184 SHH 4.7. AE  M —JL,"
"唐长安城郊隋唐墓","REL_UNIT_EXCAVATES","出土","M04","遗迹编号","碗","ocr",28,0.6,"49. B25, MR 4. 1.2, M04 厘米。184 SHH 4.7. AE  H CID)"
"唐长安城郊隋唐墓","REL_UNIT_EXCAVATES","出土","M04","遗迹编号","杯","ocr",28,0.6,"49. B25, MR 4. 1.2, M04 厘米。184 SHH 4.7. AE  器 共11件"
"唐长安城郊隋唐墓","REL_UNIT_EXCAVATES","出土","M04","遗迹编号","球","ocr",28,0.6,"49. B25, MR 4. 1.2, M04 厘米。184 SHH 4.7. AE  E 工件〈1"
"唐长安城郊隋唐墓","REL_UNIT_EXCAVATES","出土","M04","遗迹编号","环","ocr",28,0.6,"49. B25, MR 4. 1.2, M04 厘米。184 SHH 4.7. AE  is Laz"
"唐长安城郊隋唐墓","REL_UNIT_EXCAVATES","出土","M04","遗迹编号","饰","ocr",28,0.6,"49. B25, MR 4. 1.2, M04 厘米。184 SHH 4.7. AE  11件。有项"
"唐长安城郊隋唐墓","REL_UNIT_EXCAVATES","出土","M04","遗迹编号","金手镯","ocr",28,0.6,"49. B25, MR 4. 1.2, M04 厘米。184 SHH 4.7. AE  人金银器  "
"唐长安城郊隋唐墓","REL_UNIT_EXCAVATES","出土","M04","遗迹编号","金饰","ocr",28,0.6,"49. B25, MR 4. 1.2, M04 厘米。184 SHH 4.7. AE   Fi” L"
"唐长安城郊隋唐墓","REL_MEASUREMENT","测量为","M04","遗迹编号","10.7厘米","测量数据",28,0.55,"2.7、口径12.3、腹径21.5、研径10.7厘米《图版一入，1 ) o ME — RR,"
"唐长安城郊隋唐墓","REL_MEASUREMENT","测量为","M04","遗迹编号","底径1.2厘米","测量数据",28,0.55,"制痕迹。 CORRS. NB 10.5、底径1.2厘米《〈图版一九，5》。  Sv ”2件 1"
"唐长安城郊隋唐墓","REL_MEASUREMENT","测量为","M04","遗迹编号","04 厘米","测量数据",28,0.55,"9. B25, MR 4. 1.2, M04 厘米。184 SHH 4.7. AE 2.5"
"唐长安城郊隋唐墓","REL_SITE_CONTAINS","包含","唐长安城郊隋唐墓","遗址名称","G2","遗迹编号",31,0.7,"B, LARAMIE, KM, Fer G2. AMOR B21 WERE 4k, "
"唐长安城郊隋唐墓","REL_UNIT_EXCAVATES","出土","G2","遗迹编号","银饰","ocr",31,0.6,"B, LARAMIE, KM, Fer G2. AMOR B21 WERE 4k,  的丛饰。除上述"
"唐长安城郊隋唐墓","REL_UNIT_EXCAVATES","出土","G2","遗迹编号","瓶","ocr",31,0.6,"B, LARAMIE, KM, Fer G2. AMOR B21 WERE 4k,  银炉 工件  "
"唐长安城郊隋唐墓","REL_UNIT_EXCAVATES","出土","G2","遗迹编号","环","ocr",31,0.6,"B, LARAMIE, KM, Fer G2. AMOR B21 WERE 4k,  已残) ，坊之"
"唐长安城郊隋唐墓","REL_UNIT_EXCAVATES","出土","G2","遗迹编号","盘","ocr",31,0.6,"B, LARAMIE, KM, Fer G2. AMOR B21 WERE 4k,  ，器仅 内收，"
"唐长安城郊隋唐墓","REL_UNIT_EXCAVATES","出土","G2","遗迹编号","钵","ocr",31,0.6,"B, LARAMIE, KM, Fer G2. AMOR B21 WERE 4k,   3,7 克。"
"唐长安城郊隋唐墓","REL_UNIT_EXCAVATES","出土","G2","遗迹编号","球","ocr",31,0.6,"B, LARAMIE, KM, Fer G2. AMOR B21 WERE 4k,  及顶上各右一新"
"唐长安城郊隋唐墓","REL_UNIT_EXCAVATES","出土","G2","遗迹编号","刀","ocr",31,0.6,"B, LARAMIE, KM, Fer G2. AMOR B21 WERE 4k,  、铀镜、钢锋斗"
"唐长安城郊隋唐墓","REL_UNIT_EXCAVATES","出土","G2","遗迹编号","饰","ocr",31,0.6,"B, LARAMIE, KM, Fer G2. AMOR B21 WERE 4k,  银币的正面为王"
"唐长安城郊隋唐墓","REL_UNIT_EXCAVATES","出土","G2","遗迹编号","镜","ocr",31,0.6,"B, LARAMIE, KM, Fer G2. AMOR B21 WERE 4k,  ) 钢铁器  "
"唐长安城郊隋唐墓","REL_UNIT_EXCAVATES","出土","G2","遗迹编号","铜铃","ocr",31,0.6,"B, LARAMIE, KM, Fer G2. AMOR B21 WERE 4k,  铜尝、钢钉、铀"
"唐长安城郊隋唐墓","REL_MEASUREMENT","测量为","G2","遗迹编号","0.4厘米","测量数据",31,0.55,"，前端作成一局平匀形。长 29.5、点答0.4厘米〈风版一二，4) 。  (sd    1"
"唐长安城郊隋唐墓","REL_MEASUREMENT","测量为","G2","遗迹编号","底径1.9厘米","测量数据",31,0.55,"，坊之一端有立耳，另端对称处有一环。炉 底径1.9厘米《〈图版一一，3) 。  C7) 银盘 "
"唐长安城郊隋唐墓","REL_MEASUREMENT","测量为","G2","遗迹编号","0.1厘米","测量数据",31,0.55,"MO 1a (229号)。直径2.6、厚0.1厘米，重最 3,7 克。它与 银指中套等一同"
"唐长安城郊隋唐墓","REL_SITE_CONTAINS","包含","唐长安城郊隋唐墓","遗址名称","S264","遗迹编号",33,0.7,"SR eee, Fein MERIC. S264. TRO. TED CIAL FL, "
"唐长安城郊隋唐墓","REL_SITE_CONTAINS","包含","唐长安城郊隋唐墓","遗址名称","G1","遗迹编号",33,0.7,"L, ERB PREM. I72D-S G1, SL. PLZ. EO. 172国、"
"唐长安城郊隋唐墓","REL_SITE_CONTAINS","包含","唐长安城郊隋唐墓","遗址名称","M2","遗迹编号",33,0.7,"SEO.7H AR. 226DK29, M2, OSH R CAMMBIL, 134"
"唐长安城郊隋唐墓","REL_SITE_CONTAINS","包含","唐长安城郊隋唐墓","遗址名称","M04","遗迹编号",33,0.7,". DK2.7, MO3M. DKS. M04 BE Ke FK2.2, B0.2m "
"唐长安城郊隋唐墓","REL_UNIT_EXCAVATES","出土","S264","遗迹编号","刀","ocr",33,0.6,"SR eee, Fein MERIC. S264. TRO. TED CIAL FL,   HD 。"
"唐长安城郊隋唐墓","REL_UNIT_EXCAVATES","出土","S264","遗迹编号","杯","ocr",33,0.6,"SR eee, Fein MERIC. S264. TRO. TED CIAL FL,  而知。  "
"唐长安城郊隋唐墓","REL_UNIT_EXCAVATES","出土","S264","遗迹编号","环","ocr",33,0.6,"SR eee, Fein MERIC. S264. TRO. TED CIAL FL,  180》 "
"唐长安城郊隋唐墓","REL_UNIT_EXCAVATES","出土","S264","遗迹编号","饰","ocr",33,0.6,"SR eee, Fein MERIC. S264. TRO. TED CIAL FL,  焉右器类仅"
"唐长安城郊隋唐墓","REL_UNIT_EXCAVATES","出土","S264","遗迹编号","铁刀","ocr",33,0.6,"SR eee, Fein MERIC. S264. TRO. TED CIAL FL,  A HD "
"唐长安城郊隋唐墓","REL_UNIT_EXCAVATES","出土","G1","遗迹编号","刀","ocr",33,0.6,"L, ERB PREM. I72D-S G1, SL. PLZ. EO. 172国、  HD 。 除"
"唐长安城郊隋唐墓","REL_UNIT_EXCAVATES","出土","G1","遗迹编号","杯","ocr",33,0.6,"L, ERB PREM. I72D-S G1, SL. PLZ. EO. 172国、 而知。  GO"
"唐长安城郊隋唐墓","REL_UNIT_EXCAVATES","出土","G1","遗迹编号","环","ocr",33,0.6,"L, ERB PREM. I72D-S G1, SL. PLZ. EO. 172国、 180》 ，成"
"唐长安城郊隋唐墓","REL_UNIT_EXCAVATES","出土","G1","遗迹编号","饰","ocr",33,0.6,"L, ERB PREM. I72D-S G1, SL. PLZ. EO. 172国、 焉右器类仅玉杯"
"唐长安城郊隋唐墓","REL_UNIT_EXCAVATES","出土","G1","遗迹编号","铁刀","ocr",33,0.6,"L, ERB PREM. I72D-S G1, SL. PLZ. EO. 172国、 A HD 。 "
"唐长安城郊隋唐墓","REL_UNIT_EXCAVATES","出土","M2","遗迹编号","刀","ocr",33,0.6,"SEO.7H AR. 226DK29, M2, OSH R CAMMBIL, 134  HD 。 除"
"唐长安城郊隋唐墓","REL_UNIT_EXCAVATES","出土","M2","遗迹编号","杯","ocr",33,0.6,"SEO.7H AR. 226DK29, M2, OSH R CAMMBIL, 134 而知。  GO"
"唐长安城郊隋唐墓","REL_UNIT_EXCAVATES","出土","M2","遗迹编号","环","ocr",33,0.6,"SEO.7H AR. 226DK29, M2, OSH R CAMMBIL, 134 180》 ，成"
"唐长安城郊隋唐墓","REL_UNIT_EXCAVATES","出土","M2","遗迹编号","饰","ocr",33,0.6,"SEO.7H AR. 226DK29, M2, OSH R CAMMBIL, 134 焉右器类仅玉杯"
"唐长安大明宫","REL_STRATIGRAPHY","层位关系","唐长安大明宫","遗址名称","堆积","层位关系",17,0.6,"则不另述。  关攻西城的地层,和从各坊的堆积层次剖面上看,厚薄不一，保存情况各私，但"
"唐长安大明宫","REL_STRATIGRAPHY","层位关系","唐长安大明宫","遗址名称","生土","层位关系",17,0.6,"此屋仅含有少许的唐代瓷片或互片等,再下篇生土 (fal 4).  在城内 , TIS"
"唐长安大明宫","REL_SITE_CONTAINS","包含","唐长安大明宫","遗址名称","F597","遗迹编号",27,0.7,"8 OK, Im] BEER HEAL F597 OK ,  eH PH (7) BL "
"唐长安大明宫","REL_MEASUREMENT","测量为","F597","遗迹编号"," 305 米","测量数据",27,0.55,"城 1300 OK, IEPA ETP, 305 米多， FA aS SC HLTRERE "
"唐长安大明宫","REL_MEASUREMENT","测量为","F597","遗迹编号"," 0.3 米","测量数据",27,0.55," PAAR 应南北两倒的地层在表士层(厚 0.3 米左右) PB BU ALEC LG» U"
"唐长安大明宫","REL_MEASUREMENT","测量为","F597","遗迹编号","18 米","测量数据",27,0.55," ERLE He 2 YEH. 1.1一18 米不等。 UE EES, A AYP AE"
"唐长安大明宫","REL_STRATIGRAPHY","层位关系","唐长安大明宫","遗址名称","夯土","层位关系",29,0.6,"测;,门道寅应是5 米左右。由门道向下,夯土基厚篇 1.9 米, 与城精基平。再下篇"
"唐长安大明宫","REL_SITE_CONTAINS","包含","唐长安大明宫","遗址名称","S38","遗迹编号",67,0.7,"          |  TRS Sh S38 Se aN ALe BA BAR A "
"唐长安大明宫","REL_STRATIGRAPHY","层位关系","唐长安大明宫","遗址名称","堆积","层位关系",69,0.6,"保存了少许,也都是残洁不全的。和从烧士的堆积和遗址地面秘援优 的情况看,所缺的铺地瑟"
"唐长安大明宫","REL_SITE_CONTAINS","包含","唐长安大明宫","遗址名称","G8","遗迹编号",8,0.7,"eak re Tp see 拾伍 Fp G8 Hr 45 HK Rit aE alt"
"唐长安大明宫","REL_SITE_CONTAINS","包含","唐长安大明宫","遗址名称","S18","遗迹编号",8,0.7," BLS AY ED His A Fe S18 A) SE TS IZ "
"唐长安大明宫","REL_STRATIGRAPHY","层位关系","唐长安大明宫","遗址名称","堆积","层位关系",11,0.6,"面图20 银浇站平面图21 重去亲门道内堆积剖面图27 Ee PH PH REARS"
"唐长安大明宫","REL_SITE_CONTAINS","包含","唐长安大明宫","遗址名称","S35","遗迹编号",23,0.7,"E TE EL RR 3米多。  Ze S35 PY PEE 100 MOK, PEA"
"唐长安大明宫","REL_UNIT_EXCAVATES","出土","S35","遗迹编号","环","ocr",23,0.6,"E TE EL RR 3米多。  Ze S35 PY PEE 100 MOK, PEA 因稻首原至含"
"唐长安大明宫","REL_UNIT_EXCAVATES","出土","S35","遗迹编号","盘","ocr",23,0.6,"E TE EL RR 3米多。  Ze S35 PY PEE 100 MOK, PEA ,则北部的城"
"唐长安大明宫","REL_UNIT_EXCAVATES","出土","S35","遗迹编号","饰","ocr",23,0.6,"E TE EL RR 3米多。  Ze S35 PY PEE 100 MOK, PEA 2、3 WR"
"唐长安大明宫","REL_UNIT_TYPE","类型为","S35","遗迹编号","房址","遗迹类型",23,0.65,"的情形来看, BI eo LEB 焊址和房址等,内残缺不全,但对研究密院、门.道等形"
"唐长安大明宫","REL_MEASUREMENT","测量为","S35","遗迹编号"," 3米","测量数据",23,0.55,"60 OR, ATP AL 38, AL 3米许,南端全第二道宫装接,向北长 200 "
"唐长安大明宫","REL_MEASUREMENT","测量为","S35","遗迹编号","长 35 米","测量数据",23,0.55," ae 的南面偏东也有向南去的精一段,残长 35 米,寅只 2 ORS. WTR RICO,"
"唐长安大明宫","REL_MEASUREMENT","测量为","S35","遗迹编号"," 1.3 米","测量数据",23,0.55,"0 RoR Aaya —  BE Wee 1.3 米左右,我们在此处开6 X 6 ORDER"
"唐长安大明宫","REL_MEASUREMENT","测量为","S35","遗迹编号","
1.1 米","测量数据",23,0.55," Pa eZ,  FETE LEE Le 1.1 米左右。疏因通一带摄怖太基,已看不出房址的"
"唐长安大明宫","REL_MEASUREMENT","测量为","S35","遗迹编号"," 2256 米","测量数据",23,0.55,"A , ee EIS RB, Pa ae 2256 米:北城 FE 1135 Ks HEIR "
"唐长安大明宫","REL_MEASUREMENT","测量为","S35","遗迹编号"," 304 米","测量数据",23,0.55,"ES CHL) 1260 OR, 向东折 304 米，然后再南折 1050 ORE ape,"
"唐长安大明宫","REL_MEASUREMENT","测量为","S35","遗迹编号"," 1074 米","测量数据",23,0.55,"L TS , FEFCHA Se TBS 1074 米-  1 be ATE HR EE CS"
"唐长安大明宫","REL_MEASUREMENT","测量为","S35","遗迹编号"," 7628 米","测量数据",23,0.55,"，南 部 1674 5K, UAE AL 7628 米。  FRE Si EER BLS SC"
"唐长安大明宫","REL_STRATIGRAPHY","层位关系","唐长安大明宫","遗址名称","堆积","层位关系",33,0.6," HOHE LIBS 3.6 米多,旋的堆积情形如下:第一层是现代地表援饥层, 厚 "
"唐长安大明宫","REL_STRATIGRAPHY","层位关系","唐长安大明宫","遗址名称","夯土","层位关系",37,0.6,"士下面垫士一层,厚 0.35 米。再下篇夯土 基,厚过 1.7 米。夯士下即生士(图"
"唐长安大明宫","REL_SITE_CONTAINS","包含","唐长安大明宫","遗址名称","G17","遗迹编号",38,0.7," Rs SR Ee ACH , DRE G17, a va FE EA "
"唐长安大明宫","REL_MEASUREMENT","测量为","G17","遗迹编号"," 0.5 米","测量数据",38,0.55,"埃门束倒的柱本 fi], HEME EH 0.5 米。在柱磺中间有长 0.18 ,寅 0.1"
"唐长安大明宫","REL_MEASUREMENT","测量为","G17","遗迹编号"," 0.13 米","测量数据",38,0.55,".5 米。在柱磺中间有长 0.18 ,寅 0.13 米的长方沟槽一,在长方澡的中间 ABE A"
"唐长安大明宫","REL_MEASUREMENT","测量为","G17","遗迹编号"," 0.1 米","测量数据",38,0.55,"槽一,在长方澡的中间 ABE AS iS 0.1 米的圆箱服一个。 其余各柱磅中已无存,但各"
"唐长安大明宫","REL_MEASUREMENT","测量为","G17","遗迹编号","
1.2 米","测量数据",38,0.55,".4 OR BF, PH BESS ce 1.2 米左右。  在东侧的柱碟之间,何保存有石灰"
"唐长安大明宫","REL_MEASUREMENT","测量为","G17","遗迹编号"," 0.3
米","测量数据",38,0.55,"皮两段(装根的一部分)，束距现存的夯士夸 0.3 米(图一七, 5)。 FE RE BLS "
"唐长安大明宫","REL_MEASUREMENT","测量为","G17","遗迹编号"," 1.3 米","测量数据",38,0.55," PE 能看出的有8个。两排上下的距离是 1.3 米。西壁向有三排,下导的一排孔穴， ANE"
"唐长安大明宫","REL_MEASUREMENT","测量为","G17","遗迹编号"," 2 米","测量数据",38,0.55," EsSLOCAI VEE ORBB E 2 米或 3 RDG FSU, TER AWA"
"唐长安大明宫","REL_SITE_CONTAINS","包含","唐长安大明宫","遗址名称","S55","遗迹编号",45,0.7,"ee OS LSE 5.35, HCL S55 OR CURES, 2)。 BA 2."
"唐长安大明宫","REL_MEASUREMENT","测量为","S55","遗迹编号"," 0.15 米","测量数据",45,0.55,"ee, 82 77 EUGENE 1 E 0.15 米。除此惟一的柱磁外, 其余均已扰存,只有"
"唐长安大明宫","REL_MEASUREMENT","测量为","S55","遗迹编号","
1.8 米","测量数据",45,0.55," 12 ERE “PEN , ERE 的 1.8 米。在中间穿堂门(前国)内两便还各有杜研坊"
"唐长安大明宫","REL_MEASUREMENT","测量为","S55","遗迹编号"," 8.5
米","测量数据",45,0.55,"8.5 OK) SB LE UA EVR 8.5 米;,南倒的各到进深5米。前殿的地面僵中殿"
"唐长安大明宫","REL_MEASUREMENT","测量为","S55","遗迹编号","深5米","测量数据",45,0.55,"UA EVR 8.5 米;,南倒的各到进深5米。前殿的地面僵中殿同一水平,亦全铺石 T"
"唐长安大明宫","REL_SITE_CONTAINS","包含","唐长安大明宫","遗址名称","L6","遗迹编号",47,0.7,"准，西 PY RCE RS  PASH L6.29K, SLAY Rei ZB ME"
"唐长安大明宫","REL_SITE_CONTAINS","包含","唐长安大明宫","遗址名称","S38","遗迹编号",47,0.7," 5 KCI RAR, 2)。  AE S38 BY BS 81 OEE 3 个，由上"
"唐长安大明宫","REL_MEASUREMENT","测量为","L6","遗迹编号"," 0.1
米","测量数据",47,0.55,"AA. 二一贺的铺优地面比周围尿地面低约 0.1 米许。琵屋的北\西、南三面均扰六的遗迹,仅"
"唐长安大明宫","REL_MEASUREMENT","测量为","L6","遗迹编号"," 2.5 米","测量数据",47,0.55,"ROR SCARS TET RS, FE 2.5 米，然 和合向外渐旺葛上时地面平，共乱三平"
